Название товара;Артикул;Идентификатор товара в магазине;Остаток;Цена продажи;Старая цена;Закупочная цена
"Набор для торта: блюдо 30см + лопатка ""Шёлк""";N9072-51159AL;16720773;5;12195;;6775
"Набор из 2-х овальных блюд 30 см. ""Шёлк""";N9072-1532AL;16720774;;10300;;5928
"Набор из 6 десертных тарелок 20 см ""Шёлк""";N9072-51906AL;31081933;;10500;;6021
"Набор из 6 десертных тарелок 20 см. ""Шёлк""";N9072-1526AL;16720880;;6900;;3962
"Набор из 6 обеденных тарелок ""Шёлк"", 27 см";N9072-51907-AL;75804365;;12983;;7213
"Набор из 6 обеденных тарелок 23 см. ""Шёлк""";N9072-1883AL;16720898;;7000;;4017
"Набор из 6 обеденных тарелок 27 см. ""Шёлк""";N9072-51907AL;16720890;;15690;;9016
"Набор из 6 салатников 15 см ""Шёлк""";N9072-51904AL;31081935;;8600;;4935
"Набор из 6 салатников 15 см. ""Шёлк""";N9072-1529AL;16720830;;5600;;3247
"Набор: 6 суповых чашек на блюдце 0,2л ""Шёлк""";N9072-54555AL;31081938;;25190;;14446
"Набор: 6 чашек (0,24л.) + 6 блюдец ""Шёлк""";N9072-54474AL;16720925;;13290;;7625
"Набор: 6 чашек 0,12л + 6 блюдец для кофе ""Шёлк""";N9072-52361AL;16720929;8;14378;;7988
"Обеденный сервиз 51 предмет на 12 персон ""Шёлк""";N9072-53448AL;16720148;;68910;;39403
"Обеденный сервиз из 27 предметов на 6 персон ""Шёлк""";N9072-52521AL;16720158;0;72328;;40182
"Обеденный сервиз из 47 предметов на 12 персон ""Шёлк""";N9072-53452AL;16720159;;68000;;38859
"Овальное блюдо 22,5 см ""Шелк""";N9072-9333;19429123;;1800;;1030
"Овальное блюдо 30 см ""Шелк""";N9072-1532;19429113;;2390;;1380
"Овальное блюдо 38 см. ""Шёлк""";N9072-1531AL;16720786;;2990;;1736
"Овальное блюдо 43 см. ""Шёлк""";N9072-1593AL;16720790;;8700;;5006
"Салатник 23 см. ""Шёлк""";N9072-3207AL;16720842;2;4600;;2678
"Салатник овальный 23 см ""Шелк""";N9072-3223;19429114;;2500;;1462
"Сахарница (0,4 л.) с крышкой ""Шёлк""";N9072-4284AL;16720855;2;4600;;2678
"Сервиз столовый 23 предмета на 6 персон ""Шелк""";N9072-52357;19429118;;31500;;18045
"Сервиз столовый 27 предмета на 6 персон ""Шелк""";N9072-52358;19429119;;32990;;18885
"Сервиз чайный 17 предметов на 6 персон ""Шелк""";N9072-52360;19429121;;19790;;11351
"Соусник на блюдце ""Шёлк""";N9072-3224AL;16720863;;6600;;3820
"Супница (1,6 л.) с крышкой ""Шёлк""";N9072-3222AL;16720866;;12890;;7374
"Суповая чашка на блюдце 0,2л ""Шёлк""";N9072-54553AL;31081941;13;3886;;2159
"Чайник (1,2 л.) с крышкой ""Шёлк""";N9072-4344AL;16720918;;12490;;7158
"Чайный набор на 6 персон ""Шёлк"", 12 пр., 0.2 л";N9072-52525-AL;75804379;;19990;;11441
"Чайный сервиз 17 предметов на 6 пресон ""Шёлк""";N9072-52499AL;20349826;;33700;;19291
"Чайный сервиз 41 предмет на 12 персон ""Шёлк""";N9072-52512AL;16720282;;42400;;24232
"Чашка с блюдцем 0,29л ""Шёлк""";N9072-54474/1AL;16720948;;2700;;1562
"Набор из 6 салатников ""Шёлк"", 16 см";N9072-54628AL;68164514;;9590;;5494
"Набор из 6 тарелок ""Шелк"", 23 см";N9072-54340AL;49655547;;12890;;7396
"Столовый сервиз на 6 персон ""Шелк"", 23 пр.";N9072-52357AL;49655544;0;70031;;38906
"Столовый сервиз на 6 персон ""Шелк"", 27 пр.";N9072-52358AL;49655545;;81800;;46770
"Супница ""Шёлк"", 3.35л";N9072-3266AL;49655543;;16300;;9315
"Чайный набор на 1 персону ""Шелк"", 0.23 л, 2 пр.";N9072-54616AL;49655548;2;3134;;1741
"Чайный набор на 6 персон ""Шелк"", 0.23 л, 12 пр.";N9072-54621AL;49655549;3;18810;;10450
"Чайный сервиз на 6 персон ""Шелк"", 17 пр.";N9072-52499-AL;49655546;10;38934;;21630
"Кофейный набор на 6 персон ""Бирюза"", 12 пр., 0.1 л";NG-G150306-C6-AL;43974111;;3700;;2065
"Кружка ""Бирюза"", 0.35 л";NG-G150306-M-AL;43974112;;700;;408
"Столовый сервиз на 12 персон ""Бирюза"", 50 пр.";NG-G150306-50-AL;43974114;;67580;;37610
"Столовый сервиз на 6 персон ""Бирюза"", 27 пр.";NG-G150306-27-AL;43974113;;35300;;19633
"Чайный набор на 6 персон ""Бирюза"", 12 пр., 0.25 л";NG-G150306-T6-AL;43974115;;7900;;4390
"Чайный сервиз на 12 персон ""Бирюза"", 40 пр.";NG-G150306-40-AL;43974117;;35600;;19789
"Чайный сервиз на 6 персон ""Бирюза"", 21 пр.";NG-G150306-21-AL;43974116;;19390;;10805
"Кофейный набор на 6 персон ""Жемчуг"", 12 пр., 0.1 л";NG-I150905B-C6-AL;43974118;0;5000;;2819
"Кружка ""Жемчуг"", 0.35 л";NG-I150905B-M-AL;43974119;0;590;;379
"Столовый сервиз на 12 персон ""Жемчуг"", 50 пр.";NG-I150905B-50-AL;43974121;0;61710;;34325
"Столовый сервиз на 6 персон ""Жемчуг"", 27 пр.";NG-I150905B-27-AL;43974120;999;32290;;17964
"Чайный набор на 6 персон ""Жемчуг"", 12 пр., 0.25 л";NG-I150905B-T6-AL;43974122;0;7200;;4007
"Чайный сервиз на 12 персон ""Жемчуг"", 40 пр.";NG-I150905B-40-AL;43974124;0;32490;;18064
"Чайный сервиз на 6 персон ""Жемчуг"", 21 пр.";NG-I150905B-21-AL;43974123;0;17890;;9998
"Кофейный набор ""Злата"": 6 чашек + 6 блюдец 0.1 л";NG-M180303-C6;93428931;18;6300;;3530
"Кружка ""Злата"" 0.35 л";NG-M180303-M;93428932;999;760;;499
"Столовый сервиз на 6 персон ""Злата"", 21 пр.";NG-M180303-21D;93428930;999;29800;;16594
"Чайный набор ""Злата"": 6 чашек + 6 блюдец 0.25 л";NG-M180303-T6;93428933;999;8690;;4873
"Чайный сервиз на 6 персон ""Злата"", 14 пр.";NG-M180303-14;93428929;8;13500;;7531
"Кружка ""Кармен"", 0.35 л";NG-G150305-M-AL;43974125;;700;;408
"Чайный набор на 6 персон ""Кармен"", 12 пр., 0.25 л";NG-G150305-T6-AL;43974126;;5500;;3073
"Чайный сервиз на 6 персон ""Кармен"", 21 пр.";NG-G150305-21-AL;43974127;;10800;;6051
"Кружка ""Лунная соната"", 0.35 л";NG-I160703S-M;63732288;999;890;;414
"Столовый сервиз на 12 персон ""Лунная соната"", 50 пр.";NG-I160703S-50;63732290;;66180;;36812
"Столовый сервиз на 6 персон ""Лунная соната"", 27 пр.";NG-I160703S-27;63732289;6;29350;;13061
"Чайный набор на 6 персон ""Лунная соната"", 0.25 л, 12 пр.";NG-I160703S-T6;63732291;;8890;;4952
"Чайный сервиз на 12 персон ""Лунная соната"", 40 пр.";NG-I160703S-40;63732293;;35200;;19570
"Чайный сервиз на 6 персон ""Лунная соната"", 21 пр.";NG-I160703S-21;63732292;;17110;;9514
"Кружка ""Лунная соната Голд"", 0.35 л";NG-I160703G-M;84686352;;710;;414
"Столовый сервиз на 6 персон ""Лунная соната Голд"", 27 пр.";NG-I160703G-27;84686353;;29350;;11429
"Чайный набор на 6 персон ""Лунная соната Голд"", 12 пр.";NG-I160703G-T6;84686354;;8890;;4952
"Чайный сервиз на 6 персон ""Лунная соната Голд"", 21 пр.";NG-I160703G-21;84686355;;17110;;6660
"Кружка ""Маренго"", 0.35 л";NG-I150905C-M-AL;43974128;0;590;;379
"Набор из 2-х кружек ""Жемчуг/Маренго"", 0.35 л";NG-I150905BC-M2;60317744;999;1290;;758
"Столовый сервиз на 12 персон ""Маренго"", 50 пр.";NG-I150905C-50-AL;43974130;;55100;;30614
"Столовый сервиз на 6 персон ""Маренго"", 27 пр.";NG-I150905C-27-AL;43974129;;32290;;14371
"Чайный набор на 6 персон ""Маренго"", 12 пр., 0.25 л";NG-I150905C-T6-AL;43974131;0;7170;;4007
"Чайный сервиз на 12 персон ""Маренго"", 40 пр.";NG-I150905C-40-AL;43974133;;28900;;16111
"Чайный сервиз на 6 персон ""Маренго"", 21 пр.";NG-I150905C-21-Al;43974132;4;17890;;7998
"Кофейный набор на 6 персон ""Мокко"", 12 пр., 0.1 л";NG-I150905A-C6-AL;43974134;0;5000;;2819
"Кружка ""Мокко"", 0.35 л";NG-I150905A-M-AL;43974135;0;590;;379
"Набор из 2-х кружек ""Мокко""/""Маренго"", 0.35 л";NG-I150905A-M2-AL;43974136;;1190;;676
"Столовый сервиз на 12 персон ""Мокко"", 50 пр.";NG-I150905A-50;63732294;;55100;;30614
"Столовый сервиз на 6 персон ""Мокко"", 27 пр.";NG-I150905A-27-AL;57120195;5;32290;;17964
"Чайный набор на 6 персон ""Мокко"", 12 пр., 0.25 л";NG-I150905A-T6-AL;43974137;0;7200;;4007
"Чайный сервиз на 12 персон ""Мокко"", 40 пр.";NG-I150905A-40;63732295;;28900;;16111
"Чайный сервиз на 6 персон ""Мокко"", 21 пр.";NG-I150905A-21-AL;43974138;0;17890;;9998
"Кофейный набор на 6 персон ""Серебряный дворец"", 6 пр., 0.1 л";NG-10103-C6-AL;57120196;;5800;;3248
"Кружка ""Серебряный дворец"", 0.35 л";NG-10103-M-AL;57120197;;690;;441
"Столовый сервиз на 12 персон ""Серебряный дворец"", 50 пр.";NG-10103-50-AL;57120200;;76310;;42420
"Столовый сервиз на 6 персон ""Серебряный дворец"", 27 пр.";NG-10103-27-AL;57120199;;39700;;22085
"Чайный набор на 6 персон ""Серебряный дворец"", 6 пр., 0.25 л";NG-10103-T6-AL;57120201;;9100;;5056
"Чайный сервиз на 12 персон ""Серебряный дворец"", 40 пр.";NG-10103-40-AL;57120203;;39900;;22194
"Чайный сервиз на 6 персон ""Серебряный дворец"", 21 пр.";NG-10103-21-AL;57120202;;21500;;11978
"Кофейный набор на 6 персон ""Флагман"", 0.1 л, 12 пр.";NG-X160304B-C6;60317753;;5090;;2871
"Кружка ""Флагман"", 0.35л";NG-X160304B-M;60317755;;390;;252
"Столовый сервиз на 12 персон ""Флагман"", 50 пр.";NG-X160304B-50;60317751;;33700;;18736
"Столовый сервиз на 6 персон ""Флагман"", 27 пр.";NG-X160304B-27;60317747;;17590;;9787
"Чайный набор на 6 персон ""Флагман"", 0.25 л, 12 пр.";NG-X160304B-T6;60317757;;4900;;2739
"Чайный сервиз на 12 персон ""Флагман"", 40 пр.";NG-X160304B-40;60317749;;17900;;9989
"Чайный сервиз на 6 персон ""Флагман"", 21 пр.";NG-X160304B-21;60317745;;12290;;6844
"Набор из 6 закусочных тарелок ""Воспоминание"" 23 см";N8967-51672GBAL;93428934;0;15290;;8786
Бутылка для масла (белая), 0.65 л;NC9202-AVR-AL;43974180;;2790;;1596
Бутылка для масла (голубая), 0.65 л;NC9202-CRZ-AL;43974181;;2200;;1277
Бутылка для масла (жёлтая), 0.65 л;NC9202-VPS-AL;43974182;;2790;;1596
Бутылка для масла 750 мл (бежевая);NC9046-NCA-AL;21130359;;2790;;1596
Бутылка для масла 750 мл (бежевая);NC9049-NCA-AL;21130365;;2790;;1578
Бутылка для масла 750 мл (бежевая);NC9048-NCA-AL;21130362;;2500;;1393
Бутылка для масла 750 мл (белая);NC9049-AVR-AL;21130364;;3100;;1741
Бутылка для масла 750 мл (белая);NC9048-AVR-AL;21130361;;3100;;1741
Бутылка для масла 750 мл (белая);NC9046-AVR-AL;21130358;;2790;;1596
Бутылка для масла 750 мл (серая);NC9048-TRT-AL;21130363;;2600;;1447
Бутылка для масла 750 мл (серая);NC9049-TRT-AL;21130367;;2790;;1578
Бутылка для масла 750 мл (серая);NC9046-TRT-AL;21130360;;2790;;1596
Бутылка для масла широкая (белая), 0.7 л;NC9200-AVR-AL;43974183;;2790;;1596
Бутылка для масла широкая (голубая), 0.7 л;NC9200-CRZ-AL;43974184;;2200;;1277
Бутылка для масла широкая (жёлтая), 0.7 л;NC9200-VPS-AL;43974185;;2200;;1277
"Банка для сыпучих продуктов (кофе) ""Итальянские фрукты"" (20 см, 0.8 л)";NC7370/3-CEM-AL;21130408;;2590;;1484
"Банка для сыпучих продуктов (сахар) ""Итальянские фрукты"" (20 см, 0.8 л)";NC7370/2-CEM-AL;21130407;999;3110;;1787
"Банка для сыпучих продуктов (соль) ""Итальянские фрукты"" (20 см, 0.8 л)";NC7370/1-CEM-AL;21130406;999;3110;;1787
"Банка для сыпучих продуктов (чай) ""Итальянские фрукты"" (20 см, 0.8 л)";NC7370/7-CEM-AL;21130409;;2590;;1484
"Банка для сыпучих продуктов 12см, 0,35л ""Итальянские фрукты""";NC7385/6-CEM-AL;21130416;;2090;;1222
"Банка для сыпучих продуктов 15см, 0,8л ""Итальянские фрукты""";NC7384/6-CEM-AL;21130415;;2890;;1659
"Банка для сыпучих продуктов 19см, 1,8л ""Итальянские фрукты""";NC7371-CEM-AL;21130410;;4200;;2357
"Блюдо для запекания ""Итальянские фрукты"" (37х21 см)";NC7397-CEM-AL;21130420;;4400;;2482
"Блюдо для торта ""Итальянские фрукты"" (34 см)";NC7381-CEM-AL;21130414;;4690;;2618
"Блюдо круглое ""Итальянские фрукты"" (28 см)";NC7396-CEM-AL;21130419;;4000;;2245
"Блюдо овальное ""Итальянские фрукты"" (39х27 см)";NC7426-CEM-AL;21130430;;3600;;2046
"Бутылка для масла ""Итальянские фрукты"" (0.55 л)";NC7386-CEM-AL;21130417;17;3540;;1982
"Ваза для фруктов (двухъярусная) ""Итальянские фрукты""";NC7393-CEM-AL;21130418;;6090;;3390
"Ваза для цветов ""Итальянские фрукты"" (31 см)";NC7438-CEM-AL;21130433;;5300;;2981
"Кофейник ""Итальянские фрукты"" (0.9 л)";NC7435-CEM-AL;21130431;;3500;;1958
"Кружка ""Итальянские фрукты"" (0.32 л)";NC7400-CEM-AL;21130422;10;1820;;1036
"Кувшин ""Итальянские фрукты"" (22 см, 1.95 л)";NC7399-CEM-AL;21130421;0;4290;;2418
"Ложка-подставка ""Итальянские фрукты"" (28 см)";NC3673-CEM-AL;21130398;0;2040;;1156
"Маслёнка ""Итальянские фрукты""";NC7378-CEM-AL;21130413;999;3110;;1787
"Настенная банка для соли ""Итальянские фрукты""";NC6095-CEM-AL;21130401;;3900;;2206
"Поднос ""Итальянские фрукты"" (48х23 см)";NC6023-CEM-AL;21130400;;5800;;3230
"Подставка для бумажного полотенца ""Итальянские фрукты""";NC7445-CEM-AL;21130434;20;3540;;1998
"Подставка для зубочисток ""Итальянские фрукты""";NC7407-CEM-AL;21130423;;1000;;611
"Подставка под горячее ""Итальянские фрукты"" (19х19 см)";NC6592-CEM-AL;21130402;5;2680;;1547
